test_name,matched_bar_9
test2758,1.2342753410339355
test1239,0.9434037208557129
test2734,1.0188112258911133
test3242,1.1332767009735107
test1037,1.028578519821167
test1050,1.039610743522644
test2999,1.1047085523605347
test2761,1.0646193027496338
test546,1.1008353233337402
test2009,1.2064950466156006
test1181,0.9973609447479248
test691,0.9960489273071289
test3270,1.0217013359069824
test2741,1.0711132287979126
test2349,1.1748933792114258
test1892,1.1208600997924805
test1530,1.1218180656433105
test2554,1.1059614419937134
test1597,1.2714800834655762
test1280,1.137607455253601
test2816,1.2415740489959717
test1881,1.0710862874984741
test2629,1.223526954650879
test2207,1.0377826690673828
test3070,1.1327910423278809
test619,1.0161784887313843
test2445,1.045345425605774
test2573,1.2404946088790894
test462,1.0692939758300781
test2942,0.9532619714736938
test888,1.1110057830810547
test624,1.0885043144226074
test1893,1.0973995923995972
test30,1.1004592180252075
test2781,1.1903808116912842
test3307,0.995693564414978
test2398,1.1172391176223755
test393,1.1152608394622803
test2129,1.0745952129364014
test2436,1.1279445886611938
test1203,1.0881576538085938
test1818,1.0191359519958496
test2683,1.1098203659057617
test3264,1.0748112201690674
test1323,1.0288848876953125
test2271,0.9948090314865112
test67,1.0879466533660889
test2678,1.1454615592956543
test1719,1.2754583358764648
test507,1.1187338829040527
test1698,1.0650315284729004
test3132,1.0505043268203735
test1463,1.1036627292633057
test3412,1.1388931274414062
test2219,1.1844899654388428
test2755,1.2024732828140259
test17,1.0668392181396484
test215,1.2424380779266357
test3405,1.0505481958389282
test875,1.084923267364502
test687,1.194675087928772
test167,1.2206135988235474
test363,1.0728986263275146
test1119,1.0704413652420044
test2328,1.283335566520691
test2455,1.0024092197418213
test2153,1.0427629947662354
test2883,1.102846622467041
test951,1.098433017730713
test3144,1.1229078769683838
test610,1.0609601736068726
test900,1.0684452056884766
test189,1.1117901802062988
test2386,1.1322999000549316
test2700,1.1233901977539062
test33,1.117251992225647
test1524,1.1458282470703125
test557,1.1127583980560303
test812,1.1353174448013306
test1044,1.0316104888916016
test2167,1.1538352966308594
test246,1.1494673490524292
test2690,1.0967967510223389
test1201,1.0095109939575195
test184,1.0752859115600586
test3442,1.1426548957824707
test540,1.1430996656417847
test2161,1.022200584411621
test2066,1.1330971717834473
test1352,1.019836664199829
test432,1.1080507040023804
test388,1.0397206544876099
test2407,1.0682618618011475
test908,1.102826476097107
test1453,1.0571951866149902
test3252,1.0732777118682861
test2823,1.0350252389907837
test3221,1.1008468866348267
test270,1.258423089981079
test2239,1.1413965225219727
test1066,0.9896028637886047
test3410,0.998862087726593
test3224,1.0060667991638184
test2897,1.0654115676879883
test2730,1.1156272888183594
test3190,1.04805326461792
test2435,0.9888849258422852
test2017,1.0754626989364624
test321,1.133675456047058
test1729,1.3706872463226318
test838,1.1399779319763184
test2858,1.1210778951644897
test2742,1.1404948234558105
test3064,0.9622429609298706
test1253,0.9914064407348633
test1688,1.0876238346099854
test2927,1.0238778591156006
test842,1.019291877746582
test1934,1.0682053565979004
test1322,0.9506094455718994
test1316,1.1531589031219482
test2210,1.0518690347671509
test1663,1.0824671983718872
test1830,1.0854039192199707
test2203,1.083451509475708
test2191,1.0462383031845093
test329,1.0538592338562012
test1515,1.120678186416626
test2139,1.2113851308822632
test1014,1.033180594444275
test2484,1.2165093421936035
test1197,1.100957989692688
test1591,1.0178428888320923
test1694,1.1487256288528442
test2170,1.1478840112686157
test666,0.9991588592529297
test1888,1.1422654390335083
test1396,1.1922577619552612
test2253,0.938505232334137
test2655,1.1828868389129639
test1484,1.2155205011367798
test1415,1.0423685312271118
test2641,1.0597875118255615
test2937,0.9409071207046509
test897,0.9239937663078308
test2330,1.195369839668274
test1305,0.9222529530525208
test412,1.1063694953918457
test327,1.1279265880584717
test3039,1.065648078918457
test1882,0.9996862411499023
test3156,1.0804400444030762
test627,1.213426113128662
test3040,1.087886095046997
test1941,1.0391371250152588
test1549,1.1535770893096924
test371,1.0482184886932373
test905,1.1652694940567017
test2538,1.0787813663482666
test119,1.1999900341033936
test3419,0.881440281867981
test3339,1.1360456943511963
test2794,1.080479621887207
test1986,1.1149002313613892
test2848,0.9768424034118652
test390,1.141806721687317
test3029,1.1068899631500244
test674,1.2264900207519531
test1072,1.0669348239898682
test2292,1.1596760749816895
test2835,1.0697441101074219
test637,1.0544493198394775
test411,1.1897351741790771
test3000,1.113741159439087
test2461,1.0531158447265625
test583,1.1747820377349854
test397,1.0940451622009277
test569,1.0822124481201172
test1025,0.9796779155731201
test1987,1.2262399196624756
test1259,1.1781808137893677
test2338,1.0213452577590942
test2003,1.1007143259048462
test511,1.0530204772949219
test2713,1.0598113536834717
test2771,1.1649079322814941
test1838,1.04872465133667
