test_name,matched_bar_4
test924,1.3200013637542725
test760,1.0452889204025269
test3420,1.042306661605835
test1179,1.3100299835205078
test2880,1.0775983333587646
test1492,1.2685089111328125
test1101,1.033900499343872
test884,1.1454229354858398
test2619,1.1211140155792236
test2548,1.0620689392089844
test2989,1.0858235359191895
test2693,1.0710265636444092
test197,1.044578194618225
test3166,1.1157374382019043
test2288,1.1431775093078613
test380,1.0886173248291016
test3216,1.087329626083374
test545,1.1768827438354492
test1828,1.1305022239685059
test1479,1.1594202518463135
test2959,1.1115339994430542
test515,1.1795194149017334
test308,1.1658718585968018
test1395,1.1462087631225586
test730,1.0817476511001587
test2041,1.1620959043502808
test1668,1.1258559226989746
test3340,1.0469286441802979
test2079,1.2301064729690552
test456,1.2288498878479004
test3015,0.9589544534683228
test3292,1.0271223783493042
test1766,1.1657798290252686
test2532,1.208296775817871
test3085,1.0312635898590088
test3285,1.2258107662200928
test2446,1.0395681858062744
test2685,1.1820621490478516
test1647,1.1247495412826538
test620,1.2467193603515625
test1053,1.3812801837921143
test1513,1.0875029563903809
test379,1.1416621208190918
test609,1.5906503200531006
test1438,1.1908071041107178
test1132,1.3217718601226807
test3137,1.2431178092956543
test409,1.0296896696090698
test3376,1.1334213018417358
test1516,1.2866802215576172
test3413,1.0716376304626465
test2833,1.091677188873291
test1450,1.068875789642334
test1522,1.0444566011428833
test429,1.0340052843093872
test163,1.4547779560089111
test1051,1.21077561378479
test2593,1.180294394493103
test1631,1.1859331130981445
test2077,1.2200686931610107
test3299,1.1667356491088867
test3226,1.018112063407898
test2418,1.1859768629074097
test3033,1.168540120124817
test2306,1.2335611581802368
test2213,1.4702178239822388
test3388,1.026918888092041
test2336,1.2526953220367432
test2714,1.0870380401611328
test1375,1.0389609336853027
test2083,1.1154828071594238
test1478,1.3920435905456543
test1330,1.192034363746643
test2106,1.2367277145385742
test422,1.0722994804382324
test1162,1.136796474456787
test2743,1.2267576456069946
test1475,1.0335148572921753
test1817,1.2531311511993408
test739,1.308483362197876
test566,1.0851967334747314
test3078,1.2308015823364258
test3084,1.1772093772888184
test3148,1.383340835571289
test1580,1.1302964687347412
test1630,1.0593968629837036
test460,1.1217232942581177
test1378,1.0525966882705688
test1765,1.1078801155090332
test218,1.0272258520126343
test2583,1.0244437456130981
test234,1.108933448791504
test880,1.1636221408843994
test1782,1.1874951124191284
test1016,1.2387667894363403
test2533,1.1148171424865723
test3355,1.2013342380523682
test795,1.1405041217803955
test873,1.27510666847229
test2047,1.2587316036224365
test1454,1.143200159072876
test1063,1.3376333713531494
test3367,1.1169226169586182
test2622,1.1300749778747559
test3437,1.1185250282287598
test1441,1.1807153224945068
test2061,1.2850849628448486
test2169,1.3176589012145996
test3399,0.9926735162734985
test1100,1.2830662727355957
test1802,1.0856903791427612
test1869,1.2758839130401611
test1713,1.353891134262085
test1583,1.2064933776855469
test3082,1.2974474430084229
test386,1.1085972785949707
test2101,1.2407007217407227
test1240,1.1405421495437622
test202,1.198562741279602
test3371,1.2861285209655762
test2562,1.082169532775879
test2102,1.1265733242034912
test316,1.266128659248352
test1837,1.1345199346542358
test3415,1.067894697189331
test2010,1.18369460105896
test208,1.168717861175537
test2038,1.1676114797592163
test3036,1.193418264389038
test2992,1.0838229656219482
test224,1.0992906093597412
test787,1.163543462753296
test3197,1.1242364645004272
test2932,1.273510217666626
test2924,1.0217524766921997
test350,1.0753895044326782
test132,1.0269825458526611
test2028,1.1214600801467896
test81,1.3020000457763672
test1219,1.0906741619110107
test844,0.9853368997573853
test2222,1.0224995613098145
test438,1.028024435043335
test2127,1.2432944774627686
test1052,1.1420269012451172
test1769,1.066062569618225
test1269,1.1226485967636108
test2845,1.269371747970581
test2752,1.4666774272918701
test1617,1.2076823711395264
test752,0.9046443700790405
test2409,1.1600532531738281
test1523,1.2470922470092773
test2259,1.3499698638916016
test1720,1.278334140777588
test3155,1.1691765785217285
test2327,1.389135479927063
test1653,1.124527931213379
test204,0.9784679412841797
test1258,1.3410040140151978
test653,1.1226661205291748
test975,1.3454214334487915
test3091,1.0178029537200928
test2647,1.1468584537506104
test3424,1.1497918367385864
test2902,1.2203770875930786
test1768,1.0831400156021118
test295,1.0158199071884155
test991,1.1460509300231934
test1272,1.170417070388794
test1355,1.1597787141799927
test2885,0.9808552265167236
test499,1.209702491760254
test2697,0.9425429105758667
test1155,1.1979432106018066
test2884,1.0128846168518066
test3263,1.1295497417449951
test1767,1.1660428047180176
test2828,1.369783878326416
test2018,1.1484878063201904
test2759,1.0196328163146973
test1725,1.1590083837509155
test3087,1.0203567743301392
