test_name,matched_bar_4
test1469,1.1512281894683838
test1091,1.164032220840454
test3328,1.18253493309021
test2410,0.9983339905738831
test978,1.315866231918335
test1995,1.0840122699737549
test221,1.1601974964141846
test174,0.8962855339050293
test2522,1.124067783355713
test3176,1.1072674989700317
test1139,1.243851900100708
test1963,0.9786611795425415
test3009,1.117874026298523
test1220,1.2737736701965332
test2585,1.205804705619812
test130,1.0715043544769287
test942,1.0253446102142334
test1615,1.0290404558181763
test644,1.0207538604736328
test534,1.166932463645935
test1200,1.108767032623291
test1321,1.294653058052063
test403,1.1947197914123535
test3069,1.251574993133545
test74,1.0434155464172363
test2912,0.9853687286376953
test1470,1.049741268157959
test2708,1.3456525802612305
test586,1.1379051208496094
test400,1.101296067237854
test14,1.388864517211914
test1212,0.9680908918380737
test2517,1.227544903755188
test3282,1.1218940019607544
test496,1.309143304824829
test1979,1.1365443468093872
test2711,1.129111886024475
test395,1.1553757190704346
test3332,1.2239418029785156
test957,1.1166070699691772
test686,1.0091465711593628
test1727,1.1391133069992065
test2202,1.235661506652832
test785,1.1996831893920898
test2474,1.060913324356079
test127,1.1570037603378296
test2541,1.1164441108703613
test31,0.9487460851669312
test713,1.0610415935516357
test1855,1.2236988544464111
test2374,1.1592381000518799
test3093,1.0313736200332642
test2738,1.1083582639694214
test1932,1.0352991819381714
test794,1.1809355020523071
test3333,1.0758200883865356
test3047,1.3511576652526855
test2467,1.0868210792541504
test2291,1.1792821884155273
test90,1.1330652236938477
test483,1.1016021966934204
test2702,1.0713812112808228
test756,1.1312862634658813
test729,1.1500778198242188
test2712,1.1099915504455566
test3230,1.213344693183899
test2954,1.0102139711380005
test519,1.1594725847244263
test769,1.1746587753295898
test3372,1.0195574760437012
test441,1.0748462677001953
test630,1.066608190536499
test2023,1.1957159042358398
test2691,1.18746018409729
test394,1.0889581441879272
test3121,1.1202903985977173
test3076,1.1911931037902832
test693,1.1913814544677734
test892,1.2310926914215088
test408,1.1340925693511963
test1842,1.241933822631836
test2198,1.0920119285583496
test232,1.1587942838668823
test285,1.030951738357544
test1654,1.1920335292816162
test268,1.2404248714447021
test307,1.1533328294754028
test2920,1.2119321823120117
test2224,1.257590889930725
test1278,1.3702656030654907
test1898,1.1376662254333496
test2265,1.1839580535888672
test2782,1.0532844066619873
test2646,1.1847264766693115
test711,1.170395016670227
test1994,1.1109368801116943
test3233,1.1248663663864136
test3183,1.1574153900146484
test3024,1.1597856283187866
