test_name,matched_bar_4
test2097,1.0671236515045166
test3205,1.1301321983337402
test264,1.2218194007873535
test3158,1.066673755645752
test1726,1.0241625308990479
test1901,1.0168588161468506
test1108,0.9419641494750977
test3342,1.2123314142227173
test1255,1.1206493377685547
test1965,1.0523327589035034
test479,1.1306607723236084
test1385,1.3056294918060303
test3253,0.9461696147918701
test2078,1.0067381858825684
test683,1.1836192607879639
test2264,1.30497407913208
test2805,1.2804157733917236
test2717,1.0975584983825684
test2976,1.1605587005615234
test2753,1.1843510866165161
test834,1.0700737237930298
test2277,1.2974414825439453
test2939,1.2002770900726318
test2706,0.9909354448318481
test635,1.1224098205566406
test413,1.0837310552597046
test2226,0.9984699487686157
test176,1.0365935564041138
test27,1.0859698057174683
test1293,0.9518392086029053
test247,0.931014895439148
test236,1.0290173292160034
test696,1.062740683555603
test3046,1.0562926530838013
test38,0.9533997178077698
test1384,1.169386386871338
test3117,1.2234185934066772
test3283,1.0438874959945679
test257,1.0870115756988525
test1637,1.184809684753418
test10,1.2573864459991455
test2174,1.2536075115203857
test365,1.061156153678894
test1568,1.1517447233200073
test2869,1.3225338459014893
test1184,1.1910523176193237
test1791,1.2818926572799683
test3374,1.1210594177246094
test1648,1.160700798034668
test1859,1.2417171001434326
test2671,1.0302300453186035
test2605,1.2074673175811768
test1389,1.2272837162017822
test2745,1.030605435371399
test578,1.2828679084777832
test1228,1.186558723449707
test1317,1.082432746887207
test790,1.1481232643127441
test1145,1.048729419708252
test1417,1.0683807134628296
test2212,1.1848013401031494
test1405,1.1402394771575928
test1564,1.1686590909957886
test3042,1.1242616176605225
test3268,1.0760033130645752
test6,1.2365367412567139
test2933,1.0756274461746216
test815,1.0545403957366943
test598,1.2092387676239014
test3249,1.106495976448059
test597,1.171870231628418
test1924,1.0745632648468018
test82,1.0424344539642334
test341,1.1260123252868652
test1667,1.0996394157409668
test1285,1.0469639301300049
test2257,1.0447535514831543
test599,1.1876118183135986
test2968,1.1038966178894043
test1925,1.049824595451355
test547,1.10833740234375
test34,1.3766381740570068
